Fecha;Hora;Importe;"Tipo de combustible";"Litros suministrados";"Número de surtidor (o calle)";"Número de ticket"
2026-05-05;17:57:21;20,00;"GASOLEO A";12,430;4;2026071221
2026-05-05;17:59:52;50,00;"SIN PLOMO 95";37,397;4;2026071222
2026-05-05;18:00:35;53,29;"SIN PLOMO 95";39,858;3;2026071223
2026-05-05;18:02:01;69,01;"GASOLEO A";42,890;1;2026071224
2026-05-05;18:06:14;36,80;"GASOLEO A";22,871;3;2026071227
2026-05-05;18:06:57;40,00;"GASOLEO A";24,860;1;2026071228
2026-05-05;18:12:09;85,34;"GASOLEO A";53,039;2;2026071229
2026-05-05;18:15:04;30,00;"GASOLEO A";18,645;2;2026071231
2026-05-05;18:15:20;60,00;"GASOLEO A";37,290;1;2026071232
2026-05-05;18:15:49;20,00;"GASOLEO A";12,430;4;2026071233
2026-05-05;18:16:36;50,00;"GASOLEO A";31,075;3;2026071235
2026-05-05;18:18:31;20,00;"GASOLEO A";12,430;1;2026071237
2026-05-05;18:20:20;20,00;"SIN PLOMO 95";14,959;3;2026071238
2026-05-05;18:20:44;20,00;"SIN PLOMO 95";14,959;4;2026071239
2026-05-05;18:20:52;50,00;"GASOLEO A";31,075;1;2026071240
2026-05-05;18:23:11;60,00;"GASOLEO A";37,290;2;2026071241
2026-05-05;18:24:25;50,00;"GASOLEO A";31,075;4;2026071242
2026-05-05;18:25:50;50,00;"GASOLEO A";31,075;2;2026071243
2026-05-05;18:27:25;50,00;"GASOLEO A";31,075;4;2026071244
2026-05-05;18:28:25;30,00;"GASOLEO A";18,645;3;2026071245
2026-05-05;18:31:55;40,00;"GASOLEO A";24,860;4;2026071246
2026-05-05;18:32:48;42,00;"SIN PLOMO 95";31,414;2;2026071247
2026-05-05;18:33:20;60,00;"GASOLEO A";37,290;1;2026071248
2026-05-05;18:34:18;50,00;"GASOLEO A";31,075;3;2026071249
2026-05-05;18:35:54;30,00;"GASOLEO A";18,645;4;2026071253
2026-05-05;18:36:27;50,00;"GASOLEO A";31,075;1;2026071254
2026-05-05;18:38:40;30,00;"GASOLEO A";19,000;4;2026005230
2026-05-05;18:39:23;-30,00;"GASOLEO A";-19,000;4;2026071255
2026-05-05;18:39:35;50,00;"GASOLEO A";31,666;4;2026005231
2026-05-05;18:40:06;84,04;"GASOLEO A";52,231;2;2026071256
2026-05-05;18:40:36;20,00;"SIN PLOMO 95";14,848;2;2026071257
2026-05-05;18:44:05;20,00;"GASOLEO A";12,666;4;2026071258
2026-05-05;18:46:29;20,00;"GASOLEO A";12,666;2;2026071261
2026-05-05;18:49:58;30,00;"GASOLEO A";18,999;2;2026071262
2026-05-05;18:51:00;8,12;"SIN PLOMO 95";6,028;4;2026071263
2026-05-05;18:52:09;51,05;"SIN PLOMO 95";37,899;3;2026005232
2026-05-05;18:52:39;30,00;"GASOLEO A";18,999;4;2026071264
2026-05-05;18:55:10;83,15;"GASOLEO A";52,660;1;2026005233
2026-05-05;18:58:28;50,00;"GASOLEO A";31,666;4;2026071266
2026-05-05;18:59:27;74,04;"GASOLEO A";46,890;2;2026071268
2026-05-05;18:59:41;30,00;"GASOLEO A";18,999;1;2026071269
2026-05-05;18:59:42;40,00;"GASOLEO A";25,332;3;2026071270
2026-05-05;19:00:57;30,00;"GASOLEO A";18,999;2;2026071271
2026-05-05;19:01:44;60,00;"GASOLEO A";37,999;4;2026071272
2026-05-05;19:03:14;70,00;"GASOLEO A";44,332;1;2026071273
2026-05-05;19:05:29;40,00;"SIN PLOMO 95";29,696;4;2026071274
2026-05-05;19:06:04;20,00;"GASOLEO A";12,666;2;2026071275
2026-05-05;19:08:04;60,00;"GASOLEO A";37,999;3;2026071276
2026-05-05;19:11:37;50,00;"GASOLEO A";31,666;4;2026071277
2026-05-05;19:14:50;15,00;"GASOLEO A";9,500;4;2026071279
2026-05-05;19:15:33;30,00;"GASOLEO A";18,999;4;2026071280
2026-05-05;19:16:14;81,00;"GASOLEO A";51,298;2;2026071281
2026-05-05;19:16:32;10,00;"GASOLEO A";6,333;1;2026071282
2026-05-05;19:16:56;47,12;"SIN PLOMO 95";34,981;3;2026071283
2026-05-05;19:17:52;50,86;"GASOLEO A";32,210;1;2026071285
2026-05-05;19:18:22;50,00;"GASOLEO A";31,666;3;2026071286
2026-05-05;19:18:46;30,00;"GASOLEO A";18,999;2;2026071287
2026-05-05;19:19:11;50,00;"GASOLEO A";31,666;1;2026071288
2026-05-05;19:19:32;10,00;"GASOLEO A";6,333;4;2026071289
2026-05-05;19:22:55;30,00;"SIN PLOMO 95";22,272;4;2026071291
2026-05-05;19:23:12;20,00;"GASOLEO A";12,666;3;2026071292
2026-05-05;19:25:12;30,00;"GASOLEO A";18,999;2;2026071293
2026-05-05;19:25:51;20,00;"GASOLEO A";12,666;4;2026071294
2026-05-05;19:27:04;-30,00;"GASOLEO A";-18,999;2;2026071295
2026-05-05;19:27:06;30,00;"SIN PLOMO 95";22,272;2;2026071296
2026-05-05;19:28:20;41,00;"SIN PLOMO 95";30,438;1;2026071297
2026-05-05;19:30:22;30,00;"GASOLEO A";18,999;2;2026071298
2026-05-05;19:30:28;20,00;"GASOLEO A";12,666;4;2026071299
2026-05-05;19:33:09;5,00;"SIN PLOMO 95";3,712;1;2026071301
2026-05-05;19:33:49;25,00;"GASOLEO A";15,833;2;2026071302
2026-05-05;19:34:11;37,53;"GASOLEO A";23,768;3;2026071303
2026-05-05;19:34:14;-5,00;"SIN PLOMO 95";-3,712;1;2026071304
2026-05-05;19:34:16;5,00;"GASOLEO A";3,167;1;2026071305
2026-05-05;19:38:24;28,99;"SIN PLOMO 95";21,522;1;2026071306
2026-05-05;19:39:12;26,35;"SIN PLOMO 95";19,562;3;2026071307
2026-05-05;19:39:40;70,69;"SIN PLOMO 95";52,480;2;2026071308
2026-05-05;19:40:55;68,72;"GASOLEO A";43,521;4;2026071309
2026-05-05;19:41:55;30,00;"GASOLEO A";18,999;4;2026071310
2026-05-05;19:42:19;20,00;"SIN PLOMO 95";14,848;1;2026071311
2026-05-05;19:43:06;35,00;"SIN PLOMO 95";25,984;3;2026071312
2026-05-05;19:44:43;10,00;"SIN PLOMO 95";7,424;2;2026071313
2026-05-05;19:45:21;10,00;"GASOLEO A";6,333;4;2026071314
2026-05-05;19:49:56;50,00;"GASOLEO A";31,666;2;2026071315
2026-05-05;19:53:26;30,00;"GASOLEO A";18,999;4;2026071316
2026-05-05;19:54:35;10,00;"GASOLEO A";6,333;3;2026071317
2026-05-05;19:56:08;50,00;"GASOLEO A";31,666;1;2026071319
2026-05-05;19:58:03;10,00;"GASOLEO A";6,333;2;2026071320
2026-05-05;19:59:40;50,00;"GASOLEO A";31,666;4;2026071321
2026-05-05;20:02:12;60,00;"GASOLEO A";37,999;1;2026071322
2026-05-05;20:03:41;20,00;"GASOLEO A";12,666;2;2026071323
2026-05-05;20:09:11;20,00;"GASOLEO A";12,666;2;2026071324
2026-05-05;20:11:11;15,00;"GASOLEO A";9,500;4;2026071325
2026-05-05;20:12:49;20,00;"GASOLEO A";12,666;1;2026005234
2026-05-05;20:15:22;90,00;"GASOLEO A";56,998;2;2026005235
2026-05-05;20:22:15;50,00;"GASOLEO A";31,666;4;2026005236
2026-05-05;20:24:07;30,00;"GASOLEO A";18,999;2;2026071328
2026-05-05;20:24:36;100,01;"GASOLEO A";63,338;1;2026071329
2026-05-05;20:31:37;76,00;"GASOLEO A";48,132;4;2026071331
2026-05-05;20:31:55;50,00;"GASOLEO A";31,666;1;2026071332
2026-05-05;20:33:22;12,00;"GASOLEO A";7,600;2;2026071333
2026-05-05;20:36:57;20,00;"GASOLEO A";12,666;3;2026071335
2026-05-05;20:37:30;20,00;"GASOLEO A";12,666;1;2026071337
2026-05-05;20:38:04;25,00;"GASOLEO A";15,833;4;2026071338
2026-05-05;20:38:49;5,00;"GASOLEO A";3,167;1;2026071339
2026-05-05;20:39:28;62,24;"GASOLEO A";39,417;2;2026005237
2026-05-05;20:40:09;50,00;"GASOLEO A";31,666;3;2026071341
2026-05-05;20:46:17;20,00;"GASOLEO A";12,666;3;2026071342
2026-05-05;20:47:42;20,00;"GASOLEO A";12,666;1;2026071343
2026-05-05;20:51:18;50,00;"GASOLEO A";31,666;1;2026071344
2026-05-05;20:53:22;10,00;"GASOLEO A";6,333;2;2026071345
2026-05-05;20:57:35;20,00;"GASOLEO A";12,666;1;2026071346
2026-05-05;21:02:15;20,00;"GASOLEO A";12,666;2;2026071347
2026-05-05;21:10:09;50,00;"GASOLEO A";31,666;3;2026071348
2026-05-05;21:10:26;25,00;"GASOLEO A";15,833;1;2026071349
2026-05-05;21:12:31;25,00;"GASOLEO A";15,833;2;2026071350
2026-05-05;21:14:24;15,00;"GASOLEO A";9,500;1;2026071351
2026-05-05;21:17:22;68,02;"GASOLEO A";43,078;3;2026071352
2026-05-05;21:18:58;20,00;"GASOLEO A";12,666;1;2026071353
2026-05-05;21:22:41;95,01;"GASOLEO A";60,171;2;2026071354
2026-05-05;21:30:03;20,00;"GASOLEO A";12,666;2;2026071356
2026-05-05;21:37:37;63,00;"GASOLEO A";39,899;1;2026071357
2026-05-05;21:38:40;20,00;"GASOLEO A";12,666;2;2026071359
2026-05-05;21:40:35;30,00;"GASOLEO A";18,999;1;2026071360
2026-05-05;21:48:26;20,00;"GASOLEO A";12,666;2;2026005238
2026-05-05;21:49:31;20,00;"GASOLEO A";12,666;4;2026071361
2026-05-05;21:59:13;20,00;"GASOLEO A";12,666;2;2026071362
2026-05-05;22:11:17;50,00;"GASOLEO A";31,666;1;2026071363
2026-05-05;22:17:28;20,00;"SIN PLOMO 95";14,848;4;2026071364
